-137.05000708,   59.05576767
-137.02431432,   59.03650282
-136.99075294,   59.02081148
-136.97549777,   58.99798771
-136.95566605,   58.99085529
-136.9251557 ,   58.98086989
-136.91295157,   58.96375207
-136.89922191,   58.94806073
-136.89617088,   58.92666345
-136.88396674,   58.90954562
-136.85955846,   58.90526617
-136.83667571,   58.90098671
-136.81379295,   58.89528077
-136.79091019,   58.89528077
-136.7741295 ,   58.89513374
-136.74972123,   58.89513374
-136.72226192,   58.89228077
-136.69937916,   58.88386889
-136.67802192,   58.87816295
-136.66429226,   58.87530998
-136.63835847,   58.86817755
-136.60937365,   58.86389809
-136.58954192,   58.86389809
-136.5605571 ,   58.8539127 
-136.53614882,   58.8439273 
-136.50716399,   58.82823596
-136.49190882,   58.82110354
-136.47970468,   58.81610354
-136.45987296,   58.81282408
-136.44156675,   58.80997111
-136.42326055,   58.7974122 
-136.40953089,   58.7954268 
-136.38969917,   58.78000195
-136.37291848,   58.77450898
-136.34851021,   58.77260303
-136.330204  ,   58.76560303
-136.29816814,   58.76289709
-136.285964  ,   58.75619115
-136.2768109 ,   58.74835278
-136.26003021,   58.73408793
-136.24630055,   58.71839659
-136.23714745,   58.70127877
-136.20968814,   58.68986689
-136.17002469,   58.67702852
-136.15171849,   58.67417555
-136.11358056,   58.66276367
-136.0906978 ,   58.6399399 
-136.07696815,   58.61711614
-136.06781504,   58.59001292
-136.05866194,   58.55149781
-136.05561091,   58.51726216
-136.0373047 ,   58.47018815
-136.01899849,   58.44736438
-135.99916677,   58.42168765
-135.98323298,   58.38174606
-136.01859570,   58.36218704
-136.06103693,   58.34781386
-136.10532343,   58.32769141
-136.15330047,   58.31906751
-136.19574170,   58.31044360
-136.23818293,   58.30325702
-136.26586199,   58.29894506
-136.30276740,   58.29463311
-136.33782755,   58.29463311
-136.37473296,   58.29032116
-136.39318567,   58.28944652
-136.41901946,   58.29219579
-136.44116271,   58.28025993
-136.48175867,   58.25438822
-136.52604516,   58.21989260
-136.54818841,   58.19977015
-136.56479585,   58.18395966
-136.58693910,   58.16958648
